,gu_id,userid,name,g_name,g_tag
48,100142525,10014,cutiehunterr,蒼井優豆瓣后援团,"['小组标签', 'aoi', 'yu', '蒼井優', '苍井优', 'aoi']"
49,100153389,10015,哈鲁卡,波士顿USLiving,"['小组标签', '波士顿', '租房', '买房', '留学', '二手']"
50,100151549,10015,哈鲁卡,波士顿大学校友租房,"['小组标签', '波士顿', '租房', '室友', '求租', '留学']"
51,100154,10015,哈鲁卡,美国豆瓣,"['小组标签', '美国', '北美', 'USA']"
52,100152694,10015,哈鲁卡,波士顿地区租房找室友,"['小组标签', '波士顿', 'boston', '租房', '找室友', '留学']"
53,100171503,10017,白蚀,Lee Pace,"['小组标签', 'Lee', 'Pace']"
54,100186,10018,.,明星包厢,"['小组标签', '明星', '娱乐八卦', '爆料', '综艺', '影视']"
55,100183646,10018,.,网络暴力研究,"['小组标签', '暴力', '网络暴力', '网络心理学', '攻击', '网络暴民']"
56,100183820,10018,.,你怎么还没flop,"['小组标签', '八卦', '生活', '明星', '娱乐', '游戏']"
57,100201704,10020,啊瓜是个好少年,循环性情绪低落症侯群,"['小组标签', '情绪', '低落']"
58,100202998,10020,啊瓜是个好少年,不想一个人吃饭（广州）,"['小组标签', '不想一个人', '吃饭', '广州']"
59,100204790,10020,啊瓜是个好少年,发现广州,"['小组标签', '广州', '聚会', '摄影', '发现', '旅行']"
60,10021190,10021,你的湖,学术LES,['nan']
61,100215407,10021,你的湖,谢菲尔德大学 Sheffield,"['小组标签', '大学', '英国', '留学', '欧洲']"
62,100227,10022,梓小鱼,饰品控,"['小组标签', '饰品，耳钉，项链，可爱饰品']"
63,100224480,10022,梓小鱼,我爱小饰品~,['nan']
64,10022808,10022,梓小鱼,我们都是首饰控{淘宝},"['小组标签', '耳环', '项链', '手链', '戒指']"
65,100224235,10022,梓小鱼,尖货饰品集散地,"['小组标签', '饰品', '丝巾', '欧美', '韩国', '精品']"
66,100223424,10022,梓小鱼,爱好旅游，摄影与背包客旅行,"['小组标签', '旅游', '摄影', '旅行', '背包', '交友']"
67,100222226,10022,梓小鱼,淘宝饰品店推荐,"['小组标签', '淘宝饰品店推荐']"
68,1002249,10022,梓小鱼,外贸饰品余单,"['小组标签', '首饰', '珠宝', '饰品', '外贸', '时尚']"
69,100221780,10022,梓小鱼,配饰达人～饰品专门小组,"['小组标签', '配饰', '饰品', '925', '银', '耳环']"
70,100232929,10023,雅思拜拜.,我要出国留学 探索这个美丽世界,"['小组标签', '留学', '港澳台', '北美', '欧洲', '自然科学文化']"
71,100232708,10023,雅思拜拜.,中国青年创业计划,"['小组标签', '创业', 'YBC', '中国', '青年', '创业']"
72,100235515,10023,雅思拜拜.,创业合伙人,"['小组标签', 'web2.0', '互联网', '伙伴', '创业', '合伙人']"
73,100231840,10023,雅思拜拜.,给这浮华喧杂的世界一丝安宁,['nan']
74,10023898,10023,雅思拜拜.,互联网创业2.0,"['小组标签', '上海', '创业', '互联网', 'web2.0', '贝壳']"
75,100235196,10023,雅思拜拜.,澳洲移民,"['小组标签', '澳洲移民', '移民', '投资移民', '澳洲房产', '澳洲留学']"
76,100245282,10024,NAMA,校园戳、机场戳交流小组,"['小组标签', '机场戳', '校园戳']"
77,100245744,10024,NAMA,我们爱飞行,"['小组标签', '飞行']"
78,100241058,10024,NAMA,飞嫂大本营,"['小组标签', '飞嫂']"
79,10024218,10024,NAMA,新锐服装设计师 杜暘,"['小组标签', '杜暘', '服装设计师']"
80,100241101,10024,NAMA,服装设计爱好者,"['小组标签', '喜欢服装者的您....']"
81,10024177,10024,NAMA,服装定制,"['小组标签', '舞台服装，生活服装，您想定制的，我们都能办到']"
82,10024631,10024,NAMA,飛行时间(Fiyer),"['小组标签', '飞行员']"
83,100248,10024,NAMA,不贵的高级成衣定制交流,"['小组标签', '服饰', '定制', '潮流', '美容', '成衣']"
84,100252405,10025,adjani,资料文献(天主教，耶稣会与中国),"['小组标签', '耶稣会', '明清', '国学汉学', '宗教对话', '天主基督']"
85,100262112,10026,大步向前走啊,一个人看电影,"['小组标签', '电影', '一个人', '生活', '单身']"
86,10026204,10026,大步向前走啊,美容护肤化妆品小跟班,"['小组标签', '护肤', '美容', '化妆', '化妆品', '淘宝']"
87,100264108,10026,大步向前走啊,昆明草莓音乐节,"['小组标签', '昆明', '草莓音乐节', '摩登天空', '2016']"
88,100279,10027,别阻我嗨森,豆瓣中医美容护肤+微信平台linjingxueM,"['小组标签', '美容', '美白', '祛痘', '护肤', '养生']"
89,100281988,10028,骑着扫把的女巫,北漂爱合租（租房）,"['小组标签', '租房', '出租求租信息', '北京二房东', '男女八零后', '中国大陆']"
90,100283032,10028,骑着扫把的女巫,北京女女合租,"['小组标签', '北京', '北漂', '星座', 'K歌']"
91,100281124,10028,骑着扫把的女巫,北京合租,"['小组标签', '北京', '合租房', '招合租', '求合租']"
92,100302164,10030,春夏秋冬,逻辑,"['小组标签', '逻辑', '数学', '论理学', '推理', 'logic']"
93,100305878,10030,春夏秋冬,佛学学习,"['小组标签', '佛教', '禅', '修行', '佛法', '净土']"
94,100305120,10030,春夏秋冬,慢热派,['nan']
95,1003010,10030,春夏秋冬,我们爱拼单,"['小组标签', '美容', '护肤', '化妆品', '二手', '团购']"
96,100343291,10034,jtwo,Phoenix Arizona,"['小组标签', 'Phoenix', 'Arizona', '凤凰城']"
97,100354642,10035,长安,乌海豆瓣,"['小组标签', '乌海']"
98,100362284,10036,XGBL,次仁蛋饼的小窝——我们在苏州,"['小组标签', '苏州家庭旅馆', '苏州旅游', '苏州住宿', '苏州美食', '苏州攻略']"
99,100365771,10036,XGBL,西安交通大学,"['小组标签', '西安交大']"
100,10036687,10036,XGBL,和菜头同学会,"['小组标签', '和菜头']"
101,100363581,10036,XGBL,英短 美短 折耳,"['小组标签', '猫', '折耳', '英短']"
102,100382894,10038,緒に,我为非洲狂!,"['小组标签', '非洲', '埃及', '南非', '安哥拉', '文化']"
103,100381801,10038,緒に,法语非洲研究会,"['小组标签', '法语', '非洲', '国家', '研究', '社会科学']"
104,100384595,10038,緒に,阿尔及利亚,['nan']
105,100381158,10038,緒に,法语工程翻译,"['小组标签', '工程', '法语', '非洲']"
106,100382587,10038,緒に,法语招聘,"['小组标签', '法语招聘']"
107,100393506,10039,willasun,高手内幕,"['小组标签', '八卦', '内幕', '薛之谦', '高磊鑫', '李雨桐']"
108,100392104,10039,willasun,哈尔滨(抗!议!禁!狗!令),"['小组标签', '哈尔滨', '冰城', '深北方', '黑龙江']"
109,100393192,10039,willasun,哈尔滨豆瓣,"['小组标签', '哈尔滨', '旅游', '冰雪', '冰城']"
110,10039182,10039,willasun,小提琴fans,"['小组标签', '小提琴', 'fans', '技巧', '乐谱']"
111,100392013,10039,willasun,向头痛偏头痛宣战小组,"['小组标签', '健康生活', '坚强勇敢', '科学应对', '积极乐观']"
112,100404083,10040,【已注销】,走遍美国,"['小组标签', '美国旅游，加拿大旅游']"
113,1004034,10040,【已注销】,小众网站推荐（APP、公众号、网站）,"['小组标签', '小众', '网站', '微信', '公众号', 'APP']"
114,100403012,10040,【已注销】,我们是撩妹撩汉的老司机,"['小组标签', '老司机', '撩汉', '撩妹', '男朋友', '女朋友']"
115,100401933,10040,【已注销】,高情商女人练就方法,"['小组标签', '女人', '智慧']"
116,100413709,10041,也许像星星,文慧园路三号,"['小组标签', '中国电影资料馆', '小西天', '电影', '北京', '艺术影院']"
117,100453008,10045,🌺Miss.E,北京大型招聘小组,"['小组标签', '招聘', '北京', '兼职', '全职']"
118,1004511,10045,🌺Miss.E,在小外企上班的小行政,"['小组标签', '外企白领']"
119,100452326,10045,🌺Miss.E,北京室内设计师和助理集聚地,"['小组标签', '室内', '设计', '北京', '助理', '装修']"
120,10045562,10045,🌺Miss.E,感受北京,"['小组标签', '北京', 'beijing', '京味文化', '北京豆瓣', '闲聊']"
121,100461040,10046,爻又,建筑乌托邦,"['小组标签', '建筑', '都市', '设计', '乌托邦', '研究']"
122,10046118,10046,爻又,ABBS建筑论坛,"['小组标签', '建筑', '设计', '现代艺术']"
123,1004612,10046,爻又,建筑日记Archdaily,"['小组标签', '建筑', '日记', '生活', '设计']"
124,1004713,10047,我的猫叫吃屎,生酮饮食（Ketogenic Diet）,"['小组标签', '生酮饮食', '低碳水', '减肥', '糖尿病', '营养']"
125,100471336,10047,我的猫叫吃屎,瘦身吃减肥药（无广告版）,"['小组标签', '减肥药', '减肥', '瘦身']"
126,100481791,10048,厂花花花,濮阳豆瓣,"['小组标签', '濮阳', '河南', '龙乡', '中国大陆']"
127,100482514,10048,厂花花花,大连租房【我们临时的窝】,"['小组标签', '大连', '租房', '合租', '交友']"
128,100483730,10048,厂花花花,大连软件园&高新园区,"['小组标签', '大连', '软件园', 'IT', '高新园区', '大连软件园']"
129,100494959,10049,噫旴戲,高考-豆瓣小事,['nan']
130,100493522,10049,噫旴戲,胶片厦门,"['小组标签', '摄影', '厦门', '胶片', '故事', '旅行']"
131,10050612,10050,且听风吟,汪晖,"['小组标签', '汪晖', '新左派', '现代中国思想的兴起', '读书', '反抗绝望']"
132,100501059,10050,且听风吟,乌托邦,"['小组标签', '共产主义', '左翼', '中国', '革命', '社会主义']"
133,100512577,10051,EllyGirlSun,英国伦敦租房,"['小组标签', '英国', '伦敦', '密大', '租房']"
134,100512726,10051,EllyGirlSun,英国伦敦租房,"['小组标签', '英国租房', '英国生活', '英国留学', '英国旅游']"
135,100514526,10051,EllyGirlSun,伦敦豆瓣,"['小组标签', '伦敦豆瓣', '欧洲', '伦敦']"
136,100512388,10051,EllyGirlSun,上升摩羯,"['小组标签', '摩羯座', '星座', '摩羯', '上升', '占星']"
137,100515209,10051,EllyGirlSun,bitcoin 比特币,"['小组标签', 'bitcoin', '虚拟货币', 'P2P', 'Virtual', 'Currency']"
138,10051831,10051,EllyGirlSun,伦敦租房,"['小组标签', '伦敦租房', '英国租房', '伦敦留学', 'London']"
139,1005214,10052,RuC_,天津科技大学,"['小组标签', '天津科技大学']"
140,100535856,10053,的确凉,Working Holiday,"['小组标签', 'WHV', '新西兰', '打工度假', '间隔年', '旅行']"
141,100532698,10053,的确凉,Fujifilm X Series,"['小组标签', 'Fujifilm', 'X100', '数码旁轴', '富士', '复古']"
142,100531086,10053,的确凉,一二手相机市场,"['小组标签', '摄影', '相机', '交易']"
143,100531671,10053,的确凉,亚航之家,"['小组标签', '亚洲航空', '亚航', '我爱亚航']"
144,100531973,10053,的确凉,【我们只找折扣机票】,"['小组标签', '机票，酒店，旅行']"
145,100532968,10053,的确凉,驴友俱乐部,"['小组标签', '旅游', '驴', '万水千山走遍', '旅行', '摄影']"
146,10053143,10053,的确凉,宾得Kx风骚团,"['小组标签', '宾得', 'kx', '单反', '摄影']"
147,100544408,10054,云嘶嘶,十块钱过一天,"['小组标签', '省钱', '十元', '钱']"
148,100544056,10054,云嘶嘶,三联生活周刊,"['小组标签', '三联', '生活', '周刊']"
149,10054588,10054,云嘶嘶,深圳吃喝玩乐-豆瓣小事,['nan']
150,100543842,10054,云嘶嘶,PMCAFF互联网产品经理社区,"['小组标签', 'PMCAFF', '互联网', '产品经理', '社区', '培训']"
151,100542645,10054,云嘶嘶,形象八卦～搭配减肥+v:xingxiang365,"['小组标签', '兴趣', '生活', '购物', '社会', '情感']"
152,100545861,10054,云嘶嘶,段子狙击组,"['小组标签', '段子', '幽默', '冷笑话', '生活', '搞笑']"
153,100545018,10054,云嘶嘶,让我为你画一张明信片,"['小组标签', '明信片', '手绘', '画画', '绘画']"
154,100541893,10054,云嘶嘶,产品经理精英群,"['小组标签', '产品经理']"
155,100555334,10055,六角,钢琴学习与交流,"['小组标签', '钢琴', '钢琴学习', '琴童', '成人学琴']"
156,100554356,10055,六角,马男波杰克,"['小组标签', '美剧']"
157,100565287,10056,nonosaid,八卦来了（副业版）,"['小组标签', '八组', '副业']"
158,100562966,10056,nonosaid,早晚一天变皇冠（淘宝创业篇）,"['小组标签', '淘宝，网购，集合，收藏']"
159,1005715,10057,IslaLEE,我们都爱哈利·霍勒,"['小组标签', 'JoNesbo', '哈利霍勒', '犯罪小说', '尤奈斯博']"
160,100582543,10058,Oliver,说话不夹杂english就会die,"['小组标签', 'english', '中文', '说话']"
161,100581718,10058,Oliver,病态之伤感,"['小组标签', '病态', '伤感', '文字', '悲伤', '性格']"
162,1005816,10058,Oliver,我最痛恨谁用湿的手碰我,['nan']
163,10058752,10058,Oliver,当时我就淡定了,"['小组标签', 'dandingle']"
164,1006017,10060,MAAN,方所 Fangsuo Commune,"['小组标签', '书店', '美学生活馆', '咖啡店', '艺廊', '例外服装']"
165,100605567,10060,MAAN,列夫·托尔斯泰,['nan']
166,10060840,10060,MAAN,川上弘美,"['小组标签', '川上弘美', '日本', '日本文学', '日本小说']"
167,10060280,10060,MAAN,西西弗书店·重庆,"['小组标签', '书店', '咖啡', '创意', '文化体验', '书友会']"
168,100612808,10061,是個甜心哟,紫微斗数资料室,"['小组标签', '紫微斗数']"
169,100614364,10061,是個甜心哟,凭什么光鲜的时候没有美好性生活,"['小组标签', '生活', '情趣', '两性']"
170,10061269,10061,是個甜心哟,爱上金牛座,"['小组标签', '金牛座', '牛牛', '金牛', '星座']"
171,100614233,10061,是個甜心哟,Les Sky,"['小组标签', '拉拉', '同性恋', '情感', 'lesbian', '女同']"
172,100612580,10061,是個甜心哟,是谁他妈的发明出国这么孤独的事儿,['nan']
173,100611414,10061,是個甜心哟,马克思盘讨论专用组.,"['小组标签', '心理', '占星']"
174,100615229,10061,是個甜心哟,瓶装草菇@私人星相馆,"['小组标签', '占星', '星盘', '星座', '星相', '咨询']"
175,100614658,10061,是個甜心哟,辣手摧花-免费塔罗占卜,"['小组标签', '塔罗', '占卜', '神秘学', '星座', '爱情']"
176,100623165,10062,20年,只卖漂亮便宜的2手闲置。,"['小组标签', '2手', '闲置']"
177,100622917,10062,20年,说忘记只是掩人耳目。,['nan']
178,1006218,10062,20年,2手买卖杂货铺,"['小组标签', '2手买卖家行动起来吧']"
179,100634088,10063,年少时的猛犸,绿剧人,"['小组标签', '北京', '人艺', '国话', '话剧', '观摩']"
180,100632278,10063,年少时的猛犸,巧克力,"['小组标签', '食物', '美食', '零食', '朱古力']"
181,10063381,10063,年少时的猛犸,笔和练字,"['小组标签', '钢笔', '练字', '文具', '手帐']"
182,100642741,10064,yuio,WhatsApp Messenger,"['小组标签', 'WhatsApp', 'Messenger', 'iphone']"
183,100655352,10065,.MANGATA,沖田総悟,"['小组标签', '银魂', '冲田总悟', 'S王子', '腹黑', '动漫']"
184,100654377,10065,.MANGATA,烟,"['小组标签', '烟', '毒品']"
185,100663326,10066,章言麟,Lonely Planet,"['小组标签', 'Lonely', 'Planet', '孤独行星']"
186,100672595,10067,追求梦想的智智,每月读一本书,"['小组标签', '读书', '书友会', '人文']"
187,100675527,10067,追求梦想的智智,24K纯良心——如鱼得水德国代购！,"['小组标签', '德国护肤品', '德国代购']"
188,100675475,10067,追求梦想的智智,疯狂美白,"['小组标签', '美容', '美白', '女人']"
189,100675013,10067,追求梦想的智智,从零开始学化妆,"['小组标签', '化妆', '美容', '护肤', '彩妆', 'bb霜']"
190,10067471,10067,追求梦想的智智,全球代购&海淘|微信号：dddai2016,"['小组标签', '化妆品', '代购', '购物', '代购', '海淘']"
191,100681238,10068,卡肉,南京招聘,"['小组标签', '南京', '招聘', '兼职', '工作', '管理']"
192,100685425,10068,卡肉,南京租房豆瓣,"['小组标签', '南京', '租房', '求租', '出租']"
193,100684158,10068,卡肉,南京单身女孩租房团 【SGH】,['nan']
194,1006919,10069,凤姐,淘宝求购,"['小组标签', '海淘', '代购', '淘宝', '团购', '优惠券']"
195,100695611,10069,凤姐,一天不淘宝就不自在,"['小组标签', '淘宝', '团购', '秒杀', '推荐', '特色店']"
196,10069936,10069,凤姐,m.t时装搭配店（每日穿衣小记）,['nan']
197,100721772,10072,杨柳,断舍离的实践者,"['小组标签', '断舍离', '减法生活', '极简']"
198,100724394,10072,杨柳,不持有的生活之道,['nan']
199,100724399,10072,杨柳,简朴生活,"['小组标签', '简朴生活', '环保', '节俭']"
200,100722339,10072,杨柳,整理癖,"['小组标签', '整理癖', '洁癖', '强迫症']"
201,100722604,10072,杨柳,收纳园 │持续 断 舍 离,"['小组标签', '敛物', '收纳', '归置', '储藏', '整理']"
202,10072253,10072,杨柳,极简主义,"['小组标签', '极简', '主义', '设计', '生活', '个性']"
203,1007220,10072,杨柳,我的家里空无一物实践小组|断舍离,"['小组标签', '断舍离', '精力管理', '生活', '收纳', '整理']"
204,100742080,10074,特立独行的猪,周迅,"['小组标签', '周迅', '演员']"
205,10074695,10074,特立独行的猪,Eminem,"['小组标签', 'Eminem', '美国痞子阿姆', 'RAP', 'Hip-Hop', 'Pop']"
206,100741651,10074,特立独行的猪,中国有嘻哈,"['小组标签', '音乐', '嘻哈', '娱乐']"
207,100741580,10074,特立独行的猪,hyukoh,"['小组标签', '吴赫', '贤帝', '童健', '仁雨']"
208,100745758,10074,特立独行的猪,高干文控,"['小组标签', '高干文', '黑帮文', '小说']"
209,100752343,10075,远椿,反動物實驗（Anti-Vivisection）,"['小组标签', '動物試驗', '醫學', '動物']"
210,100753451,10075,远椿,抑郁症自我救赎-豆瓣小事,['nan']
211,100751161,10075,远椿,我们都去呼伦贝尔,"['小组标签', '呼伦贝尔', '额尔古纳', '海拉尔', '满洲里', '草原']"
212,100752724,10075,远椿,仁爱之家,"['小组标签', '德兰修女', '德蕾莎修女', '垂死之家', '儿童之家', '义工']"
213,100762816,10076,一杯热奶茶等待,长智齿，增智慧。,"['小组标签', '智齿。牙齿。爱情。']"
214,10076904,10076,一杯热奶茶等待,八卦来了,"['小组标签', '艺人', '电影', '电视']"
215,100764220,10076,一杯热奶茶等待,护肤团,"['小组标签', '护肤', '护肤品', '美丽', '团购', '化妆品']"
216,100765620,10076,一杯热奶茶等待,巴黎如是我聞,"['小组标签', '旅游', '文化', '法国', '电影', '艺术']"
217,100761936,10076,一杯热奶茶等待,文科生未来拯救计划,"['小组标签', 'CS', '代码', '机器学习']"
218,10076774,10076,一杯热奶茶等待,豆瓣食谱,"['小组标签', '食物', '美食', '美味', '做菜', '生活']"
219,10077383,10077,总没理小姐,北京豆瓣,"['小组标签', '北京', '土著', '瓷', '局', '国安']"
220,100775664,10077,总没理小姐,Sounds For A Better Life,"['小组标签', '挑歌', '音乐', '流行']"
221,1007721,10077,总没理小姐,古典音乐,"['小组标签', '古典音乐', '音乐', '古典']"
222,100774829,10077,总没理小姐,我习惯了一个人,"['小组标签', '一个人', '寂寞', '习惯', '单身']"
223,100772903,10077,总没理小姐,发呆&白日梦&自言自语 俱乐部,"['小组标签', '自由', '发呆', '自言自语', '白日梦', '幻想']"
224,100785179,10078,有灵魂的烧卖,NASA航空航天:探索宇宙,"['小组标签', 'nasa', '航天', '科学', '美国航空航天局', '宇宙']"
225,100784869,10078,有灵魂的烧卖,艺考,"['小组标签', '艺考', '艺考生', '北京电影学院', 'WOKO', '电影']"
226,100792087,10079,大头鱼,allright,['nan']
227,100794239,10079,大头鱼,买买买-豆瓣小事,"['小组标签', '购物']"
228,100795042,10079,大头鱼,aka,"['小组标签', '书籍']"
229,100802222,10080,张小美,我们是学术女,"['小组标签', '学术讨论', '学术研究', '学术八卦']"
230,100812135,10081,雅小苏,我居然变成了我最讨厌的那一种人,"['小组标签', '讨厌', '成长', '无奈', '青春', '成熟']"
231,10081228,10081,雅小苏,伤感的句子,"['小组标签', '动画', '电视', '品牌', '游戏', '星座']"
232,1008222,10082,梨小朋友,University of Western Ontario,"['小组标签', '加拿大', 'ontario', 'uwo', 'ivey']"
233,100825448,10082,梨小朋友,安省(Ontario)豆瓣,"['小组标签', 'Canada', 'Ontario', 'Toronto', '地区小组', '加拿大']"
234,10082516,10082,梨小朋友,我爱看话剧-杭州,"['小组标签', '话剧', '杭州']"
235,100825246,10082,梨小朋友,科学哲学,"['小组标签', '科学', '哲学', '科学哲学']"
236,1008323,10083,丫头的减脂生活,南京自助旅游，答你所问,"['小组标签', '南京', '旅游', '自助']"
237,100834191,10083,丫头的减脂生活,减肥方法+日记,"['小组标签', '减肥', '日记', '瘦身', '跳绳', '21天减肥法']"
238,100874499,10087,如果墙会说话,爱思想读书会,"['小组标签', '读书', '经典', '思想', '文化', '社会']"
239,10087668,10087,如果墙会说话,陈伟霆,"['小组标签', '陈伟霆', '香港歌手', '演员']"
240,100872842,10087,如果墙会说话,句子迷,"['小组标签', '文学', '作家', '怪癖', '人文', '心理学']"
241,100871132,10087,如果墙会说话,苏轼,"['小组标签', '文学', '经典', '苏轼', '诗词', '古代']"
242,10087213,10087,如果墙会说话,顾城,"['小组标签', '顾城']"
243,10087329,10087,如果墙会说话,华尔街英语,"['小组标签', '英语', '学习', '培训']"
244,100872744,10087,如果墙会说话,寂寞就读书✎摘抄录,"['小组标签', '人文', '摘抄', '阅读', '文学']"
245,100882449,10088,ina,布鲁斯十孔口琴。,"['小组标签', '口琴', '布鲁斯', '十孔', '复音', '吹奏']"
246,10088634,10088,ina,东大建筑,"['小组标签', '东大', '建筑', '东南大学建筑学院', '南京工学院', '国立中央大学']"
247,1008824,10088,ina,旅行读书会 Henry Book Club™,"['小组标签', '阅读', '读书会', '旅行', '哲学', '文学']"
248,10088794,10088,ina,王澍,"['小组标签', '王澍']"
249,100891845,10089,种一个龙猫出来,客观人士,"['小组标签', '客观']"
250,100893728,10089,种一个龙猫出来,西安合租,"['小组标签', '西安合租', '西安租房', '西安求租', '西安租房客']"
251,100892660,10089,种一个龙猫出来,西安租房客,"['小组标签', '西安合租', '西安租房', '西安求租', '西安租房客']"
252,100891317,10089,种一个龙猫出来,西安租房信息-推荐度★★★★★,"['小组标签', '西安租房', '西安合租', '租房', '合租']"
253,100904481,10090,不高兴的两道杠,三亚旅游、三亚自助游小组,"['小组标签', '三亚旅游', '三亚自助游', '三亚自助游攻略', '三亚美食', '三亚家庭旅馆']"
254,100904131,10090,不高兴的两道杠,三亚豆瓣,"['小组标签', '旅游', '城市', '生活', '大海', '旅行']"
255,10091206,10091,躲进世界的角落,济南宠物领养中心,"['小组标签', '宠物狗领养']"
256,100911071,10091,躲进世界的角落,青岛招聘,"['小组标签', '青岛', '招聘', '求职', '兼职']"
257,100915715,10091,躲进世界的角落,青岛二手★年年有余～,"['小组标签', '青岛', '二手交易', '跳蚤市场']"
258,100914227,10091,躲进世界的角落,青岛租房,"['小组标签', '青岛', '租房']"
